profileId,actionId,actionName,sourceStageCount,sourceAnimOccurrenceCount,uniqueSourceClips,uniqueRuntimeClips,particleNotifyCount,particleSystemCount,particleSystems,soundEventCount,soundEvents,notifyTypes,notifyExtendingBeyondAnimationCount,currentPatternIds,currentPatternNames,currentAuthoredGates,currentAuthoringStatuses,analystCategory,analystFamilyWithoutGateAuthority,overlappingNameTags
MN_RPCZ_00,990380,쿠크_선회_270도_테스트용 임시,1,1,Idle_Battle_1,rpcz00_idle_battle_1,0,0,,1,S_Mob_G_CukSatan1.G_CukSatan1_Attack18_Shot1,"{""Anim"": 1, ""AKEvent"": 1, ""Rotate"": 1}",0,,,,,SYSTEM,선회 테스트 / 버프 정리 / 사망스킬 / 대형 쿠크 카드미로 종료,TEST_OR_UNUSED ; MOVEMENT_OR_CONTROL
MN_RPCZ_00,990381,쿠크_선회_0도_테스트용 임시,1,1,Idle_Battle_1,rpcz00_idle_battle_1,0,0,,1,S_Mob_G_CukSatan1.G_CukSatan1_Attack18_Shot1,"{""Anim"": 1, ""AKEvent"": 1, ""Rotate"": 1}",0,,,,,SYSTEM,선회 테스트 / 버프 정리 / 사망스킬 / 대형 쿠크 카드미로 종료,TEST_OR_UNUSED ; MOVEMENT_OR_CONTROL
MN_RPCZ_00,4219701,쿠크_바주카포_액션_백덤블링,5,5,Att_Battle_1_01 ; Att_Battle_1_08 ; Att_Battle_1_02 ; Att_Battle_1_11,rpcz00_att_battle_1_01 ; rpcz00_att_battle_1_08 ; rpcz00_att_battle_1_02 ; rpcz00_att_battle_1_11,8,4,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Bazooka_01 ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Bazooka_Despawn_01_LOC_INT,9,S_Mob_G_KouKu1.G_KouKu1_Attack01_CastVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 5, ""AKEvent"": 11, ""PlayParticleEffect"": 8, ""TrailGhostEffect"": 2}",0,,,,,NORMAL,바주카포,
MN_RPCZ_00,4219702,쿠크_바주카포_액션_조준3연발,4,4,Att_Battle_1_01 ; Att_Battle_1_08 ; Att_Battle_1_03 ; Att_Battle_1_07,rpcz00_att_battle_1_01 ; rpcz00_att_battle_1_08 ; rpcz00_att_battle_1_03 ; rpcz00_att_battle_1_07,12,5,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Bazooka_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Bazooka_Fire_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Bazooka_Despawn_01_LOC_INT,9,S_Mob_G_KouKu1.G_KouKu1_Attack01_CastVox2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot7 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 4, ""AKEvent"": 9, ""PlayParticleEffect"": 12, ""LookTarget"": 1, ""Effect"": 1}",0,,,,,NORMAL,바주카포,
MN_RPCZ_00,4219703,쿠크_바주카포_액션_부채꼴,5,5,Att_Battle_1_01 ; Att_Battle_1_08 ; Att_Battle_1_04 ; Att_Battle_1_07 ; Att_Battle_1_02,rpcz00_att_battle_1_01 ; rpcz00_att_battle_1_08 ; rpcz00_att_battle_1_04 ; rpcz00_att_battle_1_07 ; rpcz00_att_battle_1_02,13,5,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Bazooka_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Bazooka_Fire_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Bazooka_Despawn_01_LOC_INT,11,S_Mob_G_KouKu1.G_KouKu1_Attack01_CastVox3 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot7 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox3 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot3,"{""Anim"": 5, ""AKEvent"": 11, ""PlayParticleEffect"": 13, ""Effect"": 3, ""TrailGhostEffect"": 1}",0,,,,,NORMAL,바주카포,
MN_RPCZ_00,4219704,쿠크_바주카포_액션_투사체,4,4,Att_Battle_1_01 ; Att_Battle_1_08 ; Att_Battle_1_05 ; Att_Battle_1_07,rpcz00_att_battle_1_01 ; rpcz00_att_battle_1_08 ; rpcz00_att_battle_1_05 ; rpcz00_att_battle_1_07,9,5,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Bazooka_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Bazooka_Fire_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Bazooka_Despawn_01_LOC_INT,10,S_Mob_G_KouKu1.G_KouKu1_Attack01_CastVox4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot8 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot9 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 4, ""AKEvent"": 10, ""PlayParticleEffect"": 9, ""Effect"": 1}",0,,,,,NORMAL,바주카포,
MN_RPCZ_00,4219705,쿠크_바주카포_액션_공격하며후퇴,4,4,Att_Battle_1_01 ; Att_Battle_1_08 ; Att_Battle_1_06 ; Att_Battle_1_07,rpcz00_att_battle_1_01 ; rpcz00_att_battle_1_08 ; rpcz00_att_battle_1_06 ; rpcz00_att_battle_1_07,9,6,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Bazooka_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Jump_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Bazooka_Fire_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Bazooka_Despawn_01_LOC_INT,10,S_Mob_G_KouKu1.G_KouKu1_Attack01_CastVox5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_ShotVox5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot10 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot11 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 4, ""AKEvent"": 10, ""PlayParticleEffect"": 9, ""ToggleCollision"": 2, ""Effect"": 1, ""TrailGhostEffect"": 1}",0,,,,,NORMAL,바주카포,
MN_RPCZ_00,4219706,쿠크_뿅망치_액션_선이동A,7,7,Att_Battle_2_01 ; Att_Battle_2_02 ; Att_Battle_2_08 ; Att_Battle_2_03 ; Att_Battle_2_09,rpcz00_att_battle_2_01 ; rpcz00_att_battle_2_02 ; rpcz00_att_battle_2_08 ; rpcz00_att_battle_2_03 ; rpcz00_att_battle_2_09,24,10,FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Hammer_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Move_LOC_INT ; fx_cm_03.Swing.Par_MP_Swing_03 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_D_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_00_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_01_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_02_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Hammer_Despawn_01_LOC_INT,13,S_Mob_G_KouKu1.G_KouKu1_Attack02_CastVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox5 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot11 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox2 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 7, ""AKEvent"": 17, ""PlayParticleEffect"": 24, ""MonsterMoveNextStage"": 4, ""TrailGhostEffect"": 3, ""MonsterMoveNextStageConditionProbability"": 1, ""MonsterMoveNextStageConditionCheckArea"": 1, ""Effect"": 8}",0,,,,,NORMAL,뿅망치,MOVEMENT_OR_CONTROL
MN_RPCZ_00,4219707,쿠크_뿅망치_액션_후방전방찍기,3,3,Att_Battle_2_01 ; Att_Battle_2_03 ; Att_Battle_2_09,rpcz00_att_battle_2_01 ; rpcz00_att_battle_2_03 ; rpcz00_att_battle_2_09,11,6,FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Hammer_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_00_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_01_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_A_02_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Hammer_Despawn_01_LOC_INT,10,S_Mob_G_KouKu1.G_KouKu1_Attack02_CastVox2 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox2 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot5 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot12 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 3, ""AKEvent"": 14, ""PlayParticleEffect"": 11, ""Effect"": 6}",0,,,,,NORMAL,뿅망치,
MN_RPCZ_00,4219708,쿠크_뿅망치_액션_휠윈드,10,10,Att_Battle_2_01 ; Att_Battle_2_04 ; Att_Battle_2_05 ; Att_Battle_2_06 ; Att_Battle_2_09,rpcz00_att_battle_2_01 ; rpcz00_att_battle_2_04 ; rpcz00_att_battle_2_05 ; rpcz00_att_battle_2_06 ; rpcz00_att_battle_2_09,22,6,FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Hammer_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_B_LOC_INT ; FX_CM_00.Dust.Par_E_UnderDustLoop_02 ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Hammer_Despawn_01_LOC_INT,10,S_Mob_G_KouKu1.G_KouKu1_Attack02_CastVox3 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot6 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot7 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 10, ""AKEvent"": 20, ""PlayParticleEffect"": 22, ""CounterAttack"": 2, ""NPCSkillMove"": 2, ""Effect"": 4}",16,KAKULSAYDON_G1_PATTERN_24,쿠크_휠윈드,GATE2,DRAFT,NORMAL,뿅망치,
MN_RPCZ_00,4219709,쿠크_뿅망치_액션_리프어택,3,3,Att_Battle_2_01 ; Att_Battle_2_07 ; Att_Battle_2_09,rpcz00_att_battle_2_01 ; rpcz00_att_battle_2_07 ; rpcz00_att_battle_2_09,9,7,FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Hammer_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Jump_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_C_00_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_C_01_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Hammer_Despawn_01_LOC_INT,11,S_Mob_G_KouKu1.G_KouKu1_Attack02_CastVox4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox4 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot8 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot9 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot10 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 3, ""AKEvent"": 11, ""PlayParticleEffect"": 9, ""MonsterMoveNextStage"": 2, ""TrailGhostEffect"": 1, ""ToggleCollision"": 2, ""Effect"": 2, ""PlayDecalEffect"": 1, ""ViewShake"": 2}",0,,,,,NORMAL,뿅망치,
MN_RPCZ_00,4219710,쿠크_뿅망치_액션_2연타,4,4,Att_Battle_2_01 ; Att_Battle_2_10 ; Att_Battle_2_08 ; Att_Battle_2_09,rpcz00_att_battle_2_01 ; rpcz00_att_battle_2_10 ; rpcz00_att_battle_2_08 ; rpcz00_att_battle_2_09,12,6,FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Hammer_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; fx_cm_03.Swing.Par_MP_Swing_03 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Hammer_D_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_Jump_dust ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Hammer_Despawn_01_LOC_INT,9,S_Mob_G_KouKu1.G_KouKu1_Attack02_CastVox5 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_ShotVox5 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot11 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot4 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 4, ""AKEvent"": 10, ""PlayParticleEffect"": 12, ""Effect"": 2}",0,,,,,NORMAL,뿅망치,
MN_RPCZ_00,4219711,쿠크_나팔_액션_선이동A,12,12,Att_Battle_3_01 ; Att_Battle_3_10 ; Att_Battle_3_02 ; Att_Battle_3_09 ; Att_Battle_3_04 ; Att_Battle_3_03,rpcz00_att_battle_3_01 ; rpcz00_att_battle_3_10 ; rpcz00_att_battle_3_02 ; rpcz00_att_battle_3_09 ; rpcz00_att_battle_3_04 ; rpcz00_att_battle_3_03,21,4,fx_mn_rpcz_00_g.Par_G_RPCZ_00_Weapon_Spawn_LOC_INT ; FX_MN_RPCZ_00_G.Par_G_RPCZ_00_WP_Trumpet_01 ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_Move_LOC_INT ; fx_mn_rpcz_00_g.Par_G_RPCZ_00_WP_Trumpet_Despawn_01_LOC_INT,9,S_Mob_G_KouKu1.G_KouKu1_Attack03_CastVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Cast1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack03_ShotVox1 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot2 ; S_Mob_G_KouKu1.G_KouKu1_Attack02_Shot3 ; S_Mob_G_KouKu1.G_KouKu1_Attack03_Shot1 ; S_Mob_G_KouKu1.G_KouKu1_Attack01_Shot6,"{""Anim"": 12, ""AKEvent"": 27, ""PlayParticleEffect"": 21, ""TrailGhostEffect"": 3}",0,,,,,NORMAL,나팔(피자 제외),MOVEMENT_OR_CONTROL
