profileId,actionId,actionName,stageIndex,sourceClips,notifyId,notifyType,category,authority,timeSeconds,durationSeconds,timePlusDurationSeconds,animDeclaredEndSeconds,extendsBeyondDeclaredAnimation,assetReferences,serializedLabels,sourceOffset,resolutionStatus
MN_RPCZ_00,12,BEHIT,2,StandUp_1,action-12/stage-002/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,1.5323330163955688,1.5333330164430663,1.5333329439163208,False,S_Mob_G_KouKu1.G_KouKu1_StandUp1,StandUp1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_StandUp1',23003,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,3,Bound,action-12/stage-003/notify-000,Anim,animation,PRESENTATION,0.0,0.8333330154418945,0.8333330154418945,0.8333330154418945,False,,Bound ; Bound_Land ; Bound,23422,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,3,Bound,action-12/stage-003/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.49900001287460327,0.5000000129221007,0.8333330154418945,False,S_Mob_G_KouKu1.G_KouKu1_Down1,Down1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_Down1',23703,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,4,Bound_Land,action-12/stage-004/notify-000,Anim,animation,PRESENTATION,0.0,0.9333329796791077,0.9333329796791077,0.9333329796791077,False,,Bound_Land ; Bound_Land,24240,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,4,Bound_Land,action-12/stage-004/notify-001,Down,gameplay_reference,REFERENCE_ONLY,0.20000000298023224,0.0,0.20000000298023224,0.9333329796791077,False,,Down ; Down,24520,TIMING_ONLY
MN_RPCZ_00,12,BEHIT,5,,action-12/stage-005/notify-000,Condition,other,REFERENCE_ONLY,0.0,10.0,10.0,0,False,,Condition,24842,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,6,Dmg_Idle_1,action-12/stage-006/notify-000,Anim,animation,PRESENTATION,0.0,0.03333299979567528,0.03333299979567528,0.03333299979567528,False,,Dmg_Idle_1 ; Dmg_Idle_1,25267,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,6,Dmg_Idle_1,action-12/stage-006/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.032333001494407654,0.033333001541905105,0.03333299979567528,False,S_Mob_G_KouKu1.G_KouKu1_Damage1,Damage1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_Damage1',25547,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,7,TwistKnockDown,action-12/stage-007/notify-000,Anim,animation,PRESENTATION,0.0,0.5,0.5,0.5,False,,TwistKnockDown ; TwistKnockDown_Land ; TwistKnockDown,25973,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,7,TwistKnockDown,action-12/stage-007/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.49900001287460327,0.5000000129221007,0.5,False,S_Mob_G_KouKu1.G_KouKu1_Down1,Down1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_Down1',26281,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,8,KnockDown_Land,action-12/stage-008/notify-000,Anim,animation,PRESENTATION,0.0,0.9333329796791077,0.9333329796791077,0.9333329796791077,False,,KnockDown_Land ; KnockDown_Land,26775,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,8,KnockDown_Land,action-12/stage-008/notify-001,SoundSetDownMid,other,REFERENCE_ONLY,0.0,0.0,0.0,0.9333329796791077,False,,DownM ; Sound,27063,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,8,KnockDown_Land,action-12/stage-008/notify-002,Down,gameplay_reference,REFERENCE_ONLY,0.30000001192092896,0.0,0.30000001192092896,0.9333329796791077,False,,Down ; Down,27163,TIMING_ONLY
MN_RPCZ_00,12,BEHIT,9,TwistKnockDown_Land,action-12/stage-009/notify-000,Anim,animation,PRESENTATION,0.0,1.0333329439163208,1.0333329439163208,1.0333329439163208,False,,TwistKnockDown_Land ; TwistKnockDown_Land,27629,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,9,TwistKnockDown_Land,action-12/stage-009/notify-001,SoundSetDownMid,other,REFERENCE_ONLY,0.0,0.0,0.0,1.0333329439163208,False,,DownM ; Sound,27927,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,9,TwistKnockDown_Land,action-12/stage-009/notify-002,Down,gameplay_reference,REFERENCE_ONLY,0.4000000059604645,0.0,0.4000000059604645,1.0333329439163208,False,,Down ; Down,28027,TIMING_ONLY
MN_RPCZ_00,12,BEHIT,10,Abn_Bug_1,action-12/stage-010/notify-000,Anim,animation,PRESENTATION,0.0,1.733299970626831,1.733299970626831,1.733299970626831,False,,Abn_Bug_1 ; Abn_Bug_1,28491,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,11,Abn_EarthQuake_1,action-12/stage-011/notify-000,Anim,animation,PRESENTATION,0.0,1.5333000421524048,1.5333000421524048,1.5333000421524048,False,,Abn_EarthQuake_1 ; Abn_EarthQuake_1,28990,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,12,Abn_Fear_1,action-12/stage-012/notify-000,Anim,animation,PRESENTATION,0.0,0.666700005531311,0.666700005531311,0.666700005531311,False,,Abn_Fear_1 ; Abn_Fear_1,29503,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,13,Abn_Shock_1,action-12/stage-013/notify-000,Anim,animation,PRESENTATION,0.0,1.3333330154418945,1.3333330154418945,1.3333330154418945,False,,Abn_Shock_1 ; Abn_Shock_1,30004,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,14,Abn_Stun_1,action-12/stage-014/notify-000,Anim,animation,PRESENTATION,0.0,2.6666669845581055,2.6666669845581055,2.6666669845581055,False,,Abn_Stun_1 ; Abn_Stun_1,30507,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,15,Bound_Land,action-12/stage-015/notify-000,Anim,animation,PRESENTATION,0.0,0.9333329796791077,0.9333329796791077,0.9333329796791077,False,,Bound_Land ; Bound_Land,31013,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,15,Bound_Land,action-12/stage-015/notify-001,SoundSetDownMid,other,REFERENCE_ONLY,0.0,0.0,0.0,0.9333329796791077,False,,DownM ; Sound,31293,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,15,Bound_Land,action-12/stage-015/notify-002,Down,gameplay_reference,REFERENCE_ONLY,0.30000001192092896,0.0,0.30000001192092896,0.9333329796791077,False,,Down ; Down,31393,TIMING_ONLY
MN_RPCZ_00,12,BEHIT,16,Ground_1,action-12/stage-016/notify-000,Anim,animation,PRESENTATION,0.0,1.3333330154418945,1.3333330154418945,1.3333330154418945,False,,Ground_1 ; Ground_1,31850,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,17,Dmg_Critical_Start_1,action-12/stage-017/notify-000,Anim,animation,PRESENTATION,0.0,1.0,1.0,1.0,False,,Dmg_Critical_Start_1 ; FreezeStrongLoop ; Dmg_Critical_Start_1,32354,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,17,Dmg_Critical_Start_1,action-12/stage-017/notify-001,ViewShake,camera,PRESENTATION,0.0,0.29440000653266907,0.29440000653266907,1.0,False,,Paralyzation_Test ; CEFCameraViewShake,32671,SOURCE_PARAMETERS_SERIALIZED
MN_RPCZ_00,12,BEHIT,17,Dmg_Critical_Start_1,action-12/stage-017/notify-002,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.9990000128746033,1.0000000129221007,1.0,False,S_Mob_G_KouKu1.G_KouKu1_FreezeStart1,FreezeStart1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_FreezeStart1',32938,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,17,Dmg_Critical_Start_1,action-12/stage-017/notify-003,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.9990000128746033,1.0000000129221007,1.0,False,S_Systems.SYS_MONSTER_FREEZE1,FREEZE1 ; Sound ; AkEvent'S_Systems.SYS_MONSTER_FREEZE1',33144,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,18,Dmg_Critical_Loop_1,action-12/stage-018/notify-000,Anim,animation,PRESENTATION,0.0,1.3333330154418945,1.3333330154418945,1.3333330154418945,False,,Dmg_Critical_Loop_1 ; FreezeStrongEnd ; Dmg_Critical_Loop_1,33702,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,18,Dmg_Critical_Loop_1,action-12/stage-018/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,1.332332968711853,1.3333329687593505,1.3333330154418945,False,S_Mob_G_KouKu1.G_KouKu1_FreezeLoop1,FreezeLoop1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_FreezeLoop1',34016,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,19,Dmg_Critical_End_1,action-12/stage-019/notify-000,Anim,animation,PRESENTATION,0.0,1.1666669845581055,1.1666669845581055,1.1666669845581055,False,,Dmg_Critical_End_1 ; Dmg_Critical_End_1,34451,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,19,Dmg_Critical_End_1,action-12/stage-019/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,1.1656670570373535,1.166667057084851,1.1666669845581055,False,S_Mob_G_KouKu1.G_KouKu1_FreezeEnd1,FreezeEnd1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_FreezeEnd1',34747,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,20,,action-12/stage-020/notify-000,Condition,other,REFERENCE_ONLY,0.0,0.0,0.0,0,False,,Notofy ; Dmg_Idle_1 ; Dmg_Idle_2,35326,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,21,Dmg_Idle_2,action-12/stage-021/notify-000,Anim,animation,PRESENTATION,0.0,0.03333299979567528,0.03333299979567528,0.03333299979567528,False,,Dmg_Idle_2 ; Dmg_Idle_2,35736,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,21,Dmg_Idle_2,action-12/stage-021/notify-001,AKEvent,sound,PRESENTATION,0.0010000000474974513,0.032333001494407654,0.033333001541905105,0.03333299979567528,False,S_Mob_G_KouKu1.G_KouKu1_Damage1,Damage1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_Damage1',36016,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,12,BEHIT,22,Dmg_Idle_3,action-12/stage-022/notify-000,Anim,animation,PRESENTATION,0.0,0.30000001192092896,0.30000001192092896,0.30000001192092896,False,,Dmg_Idle_3 ; Dmg_Idle_3,36438,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,23,Bound_Land,action-12/stage-023/notify-000,Anim,animation,PRESENTATION,0.0,0.9333329796791077,0.9333329796791077,0.9333329796791077,False,,Bound_Land ; Bound_Land,36945,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,12,BEHIT,23,Bound_Land,action-12/stage-023/notify-001,SoundSetSpringBound,other,REFERENCE_ONLY,0.009595000185072422,0.0,0.009595000185072422,0.9333329796791077,False,,Sound,37225,TIMING_OR_STATE_ONLY
MN_RPCZ_00,12,BEHIT,23,Bound_Land,action-12/stage-023/notify-002,Down,gameplay_reference,REFERENCE_ONLY,0.009999999776482582,0.0,0.009999999776482582,0.9333329796791077,False,,Down ; Down,37323,TIMING_ONLY
MN_RPCZ_00,13,DIE,0,,action-13/stage-000/notify-000,Condition,other,REFERENCE_ONLY,0.0,0.0,0.0,0,False,,Condition,37735,TIMING_OR_STATE_ONLY
MN_RPCZ_00,13,DIE,1,,action-13/stage-001/notify-000,Condition,other,REFERENCE_ONLY,0.0,0.0,0.0,0,False,,Condition,38198,TIMING_OR_STATE_ONLY
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-000,Anim,animation,PRESENTATION,0.0,10.0,10.0,10.0,False,,M_Dead1_Anim ; Dead_1 ; Dead_1,38580,SOURCE_CLIP_EXPLICIT
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-001,PawnMaterialChange,material,PRESENTATION,0.0,0.0,0.0,10.0,False,,MChange ; Dead,38865,SOURCE_PARAMETERS_SERIALIZED
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-002,AKEvent,sound,PRESENTATION,0.0010000000474974513,1.5,1.5010000000474975,10.0,False,S_Mob_G_KouKu1.G_KouKu1_DeathVox1,DeathVox1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_DeathVox1',38996,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-003,AKEvent,sound,PRESENTATION,0.6399999856948853,0.800000011920929,1.4399999976158142,10.0,False,S_Mob_G_KouKu1.G_KouKu1_DeathDown1,DeathDown1 ; Sound ; AkEvent'S_Mob_G_KouKu1.G_KouKu1_DeathDown1',39196,SOURCE_ASSET_EXPLICIT
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-004,DefaultParticle,particle,PRESENTATION,4.867300033569336,0.0,4.867300033569336,10.0,False,,DParticle,39398,UNRESOLVED_SOURCE_PAYLOAD
MN_RPCZ_00,13,DIE,2,Anim,action-13/stage-002/notify-005,PawnMaterialParam,material,PRESENTATION,4.913000106811523,0.0,4.913000106811523,10.0,False,,MParam ; Dead,39515,SOURCE_PARAMETERS_SERIALIZED
MN_RPCZ_00,13,DIE,3,,action-13/stage-003/notify-000,PawnMaterialChange,material,PRESENTATION,0.0,0.0,0.0,0,False,,MChange ; Dead,41194,SOURCE_PARAMETERS_SERIALIZED
