programLedgerId,sourceKind,candidateIdentity,sourceProgramCandidateIds,programEvidenceIds,programStatusCounts,publicAllocationStatus,publicProgramIds,publicLayoutIds,conquestStatus,priorityRank,priorityCode,equationReadiness,equationReady,backend,opcode,opcodeAllocation,dxbcSha256s,hlsliSha256s,functionNames,authoredOccurrenceCount,productOccurrenceCount,fourCharacterProductOccurrenceCount,valtanProductOccurrenceCount,domainOccurrenceCounts,carrierCounts,fineRendererKindCounts,renderProfileCounts,sourceProfileEnabledCounts,layoutStatusCounts,adapterStatusCounts,descriptorStatusCounts,blockerAxisCounts,blockerCounts,occurrenceProjectionSha256
material-program.07cf9a1a1966d8001e7337e375f43bc64b3039b67052ed0aef4ff7b6e9a34cf1,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.b579438052600e7df4dbbfe21e04484ff51256b2ccfe61ea07761136cdf07c9e"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.b579438052600e7df4dbbfe21e04484ff51256b2ccfe61ea07761136cdf07c9e""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":4}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""b16e274cfad5ba27b3be0f8c8bb4c1e663768ded79d4ddf119204fb8a1e9c6bb""]",[],[],4,0,0,0,"{""DimensionMaster"":1,""Warlord"":3}","{""MESH"":4}","{""MESH_PARTICLE"":1,""STANDALONE_MESH"":3}","{""alpha_two_sided_depth_read"":4}","{""DISABLED"":4}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":4}","{""RENDER_PROFILE_STATIC_CANDIDATE"":4}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":4}","{""CARRIER"":12,""LAYOUT"":20,""PRODUCT"":4,""PROGRAM"":4,""STATE"":12}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":4,""CURRENT_PACKET_CAPACITY_EXCEEDED"":4,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":4,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":4,""PRODUCT_CONSUMER_ABSENT"":4,""RUNTIME_PACKET_NOT_MATERIALIZED"":4,""SAMPLER_STATE_UNPROVEN"":4,""SCALAR_VECTOR_PACKING_UNRESOLVED"":4,""SCENE_INPUTS_UNPROVEN"":4,""STAGE_INPUT_SEMANTICS_UNPROVEN"":4,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":4,""VERTEX_FACTORY_UNPROVEN"":4,""WPO_VERTEX_PROGRAM_UNPROVEN"":4}",1ca86799a31ab299ee99e1960c8ee9bc4e644a4396c7b0b843e00a5689fec344
material-program.08234db4edccfde0590d75438d8373154bfa96a430885bb413a92f564329224d,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.99bdf02b9bdb3c3447d20a7425e6e5d08dac01cd95ee766904b0949ada714830"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.99bdf02b9bdb3c3447d20a7425e6e5d08dac01cd95ee766904b0949ada714830""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""e801893cbab3e5cc8603c12509344b010c405bed07b8701eb9cea9d530da2b9e""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":4,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""COOKED_CARRIER_MISMATCH"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",6a1a65b66ce105d303098be6b980d08dcd8fe9e6bedd92f221b8d713ac105d41
material-program.085a27889b2cc3a213ae557a2c50bdde25761482218f7061681bab7ebf5add41,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.f65d73bfbb9aee6f3960c641152dfc79a2bb95527a1f07674e70e88c98081b0a"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.f65d73bfbb9aee6f3960c641152dfc79a2bb95527a1f07674e70e88c98081b0a""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":9}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""f68b6d53c31053f8af2c18a367142c0cd480ac1fee09637c8a36884522256790""]",[],[],9,0,0,0,"{""Warlord"":9}","{""SPRITE"":9}","{""LEGACY_STANDALONE_SPRITE"":9}","{""additive_two_sided_depth_read"":9}","{""DISABLED"":9}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":9}","{""RENDER_PROFILE_STATIC_CANDIDATE"":9}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":9}","{""CARRIER"":18,""LAYOUT"":36,""PRODUCT"":9,""PROGRAM"":9,""STATE"":9}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":9,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":9,""PRODUCT_CONSUMER_ABSENT"":9,""RUNTIME_PACKET_NOT_MATERIALIZED"":9,""SAMPLER_STATE_UNPROVEN"":9,""SCALAR_VECTOR_PACKING_UNRESOLVED"":9,""STAGE_INPUT_SEMANTICS_UNPROVEN"":9,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":9,""VERTEX_FACTORY_UNPROVEN"":9}",f1f2db6441ddd894797ed4e6617ca48a3bfd932d0bd7e667f2865fb061c6de46
material-program.089077825c138fd6ae394b68915926783adbf361f7f21b8f428bef0b3618b427,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.6c8aa0727e48dfc7f8d46f100c82b2db90d4e8f71089b74018dbab684a6d14ed"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.6c8aa0727e48dfc7f8d46f100c82b2db90d4e8f71089b74018dbab684a6d14ed""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":4}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""1d9149f2d15005a699124658630a1fd58d9eba197c2f935204bf2f1701cc9b4e""]",[],[],4,0,0,0,"{""DimensionMaster"":4}","{""SPRITE"":4}","{""SPRITE_PARTICLE"":4}","{""alpha_two_sided_depth_read"":4}","{""DISABLED"":4}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":4}","{""RENDER_PROFILE_STATIC_CANDIDATE"":4}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":4}","{""CARRIER"":8,""LAYOUT"":16,""PRODUCT"":4,""PROGRAM"":4,""STATE"":12}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":4,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":4,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":4,""PRODUCT_CONSUMER_ABSENT"":4,""RUNTIME_PACKET_NOT_MATERIALIZED"":4,""SAMPLER_STATE_UNPROVEN"":4,""SCALAR_VECTOR_PACKING_UNRESOLVED"":4,""SCENE_INPUTS_UNPROVEN"":4,""STAGE_INPUT_SEMANTICS_UNPROVEN"":4,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":4,""VERTEX_FACTORY_UNPROVEN"":4}",fd6ff157634542666daf2bfbed6e0b8f2212c99cf54bd7f3ad65fdb260008234
material-program.08c15889c861527f2e733e4ee1ace31b4d9d929ab7cc59244188da1afa2af3ca,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.52990616cad09092bd6575cf1f81a00c4d78239e8246c8204828744f77f46514"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.52990616cad09092bd6575cf1f81a00c4d78239e8246c8204828744f77f46514""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4f8d149d2e497bb481cb642e0d486d9560e14dca23359f568c4e6c5f272c3c5e""]",[],[],1,1,1,0,"{""LanceMaster"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""alpha_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":4,""LAYOUT"":5,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""COOKED_CARRIER_MISMATCH"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",cec4c5d3c186736477e5844fd2ca80c169eee3b20bc2632d33395ebb7c14e665
material-program.09146e229d855737730e4ef9ef503c2bfe632bf526942d3531ea57fa130411cd,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.b2aa1fc325f198a6b1194f6e3a509f9843262832cdf915e9c98f5f30906e52ae"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.b2aa1fc325f198a6b1194f6e3a509f9843262832cdf915e9c98f5f30906e52ae""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""b3dafb298b246f0391bbf8371a8c4261d38b5d81744d2285ecd4b4094a5f98b1""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""additive_two_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",d25aa91de63cdf89f602857e0c1409b470bb4a0f08420ba419c40a978a7cc5a6
material-program.09343184907c3556ade49607b2d9354da6a457ab79819142379ad23ab16ffdf6,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.698fa419b695fb77b8a71cdcdaf606a7f777c2fe296a94b5ccdef907465f157c"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.698fa419b695fb77b8a71cdcdaf606a7f777c2fe296a94b5ccdef907465f157c""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""4238a10fa447159a0c455ec3a2c407abef1b3ab4e4bdbec0427555b0aebadf0e""]",[],[],1,1,1,0,"{""Warlord"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""additive_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":4,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",9160e31c025a03b3d48e116b46c43d4da750ab92117f86896ac027ed50065d6e
material-program.0946c066c40ff3341359015645168072d397bc13fb46236e1cfd8f4939245769,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.debba6b8b99b2f615cd939337ec17116f3520c36fbb94b4b7c0cfcf1e05f3f6f"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.debba6b8b99b2f615cd939337ec17116f3520c36fbb94b4b7c0cfcf1e05f3f6f""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":2}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""e801893cbab3e5cc8603c12509344b010c405bed07b8701eb9cea9d530da2b9e""]",[],[],2,2,2,0,"{""LanceMaster"":1,""Warlord"":1}","{""SPRITE"":2}","{""SPRITE_PARTICLE"":2}","{""alpha_one_sided_depth_read"":2}","{""ENABLED"":2}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":2}","{""RENDER_PROFILE_STATIC_CANDIDATE"":2}","{""SOURCE_VALUES_PRESENT_UNPACKED"":2}","{""CARRIER"":4,""LAYOUT"":8,""PROGRAM"":2,""STATE"":6}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":2,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":2,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":2,""SAMPLER_STATE_UNPROVEN"":2,""SCALAR_VECTOR_PACKING_UNRESOLVED"":2,""SCENE_INPUTS_UNPROVEN"":2,""STAGE_INPUT_SEMANTICS_UNPROVEN"":2,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":2,""VERTEX_FACTORY_UNPROVEN"":2}",968ed3e5b7906204b7b88e7724aba665fb0bcb0dc30584e5cd076372da2dd4e8
material-program.09cc524c764d9b6b1b7230ce2834fd90191a1b0b2ac0d768dacbc090cfd697b4,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.4d1bce6097bd46a4d70849ffb143004b25295d810273c74d4209dffde2099c5b"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.4d1bce6097bd46a4d70849ffb143004b25295d810273c74d4209dffde2099c5b""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":4}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""58a3e695f96918783ffc319cc96edf74061ace4509fc3bde06d3d6cc94c2f70e""]",[],[],4,2,2,0,"{""DimensionMaster"":4}","{""SPRITE"":4}","{""SPRITE_PARTICLE"":4}","{""additive_one_sided_depth_read"":2,""additive_two_sided_depth_read"":2}","{""ENABLED"":4}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":4}","{""RENDER_PROFILE_STATIC_CANDIDATE"":4}","{""SOURCE_VALUES_PRESENT_UNPACKED"":4}","{""CARRIER"":8,""LAYOUT"":16,""PRODUCT"":2,""PROGRAM"":4,""STATE"":4}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":4,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":4,""PRODUCT_CONSUMER_ABSENT"":2,""RUNTIME_PACKET_NOT_MATERIALIZED"":4,""SAMPLER_STATE_UNPROVEN"":4,""SCALAR_VECTOR_PACKING_UNRESOLVED"":4,""STAGE_INPUT_SEMANTICS_UNPROVEN"":4,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":4,""VERTEX_FACTORY_UNPROVEN"":4}",ae25ce8ef3d409a67e865512e6138feaaaedad35a53a50dc96221193ec9a6797
material-program.09dcfc03e32ac3743919b39ab8ad1acbd550c8f242c9044c7b07331d9e8a971b,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.ced8c1b2fc202932b885141531c54f467047a8af62b087fe4892b356fac300cb"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.ced8c1b2fc202932b885141531c54f467047a8af62b087fe4892b356fac300cb""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""267242ddb673c8874311bd5baf44ce28619b2fa350d9edd181a7dbda534bf7d7""]",[],[],1,0,0,0,"{""DimensionMaster"":1}","{""MESH"":1}","{""MESH_PARTICLE"":1}","{""alpha_two_sided_depth_read"":1}","{""DISABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""RESOURCE_ONLY_NO_MATERIAL_VALUES"":1}","{""CARRIER"":3,""LAYOUT"":5,""PRODUCT"":1,""PROGRAM"":1,""STATE"":3}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""CURRENT_PACKET_CAPACITY_EXCEEDED"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""SCENE_INPUTS_UNPROVEN"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1,""WPO_VERTEX_PROGRAM_UNPROVEN"":1}",d1ca3177d9680aca1e0123cc939161d8e6ae96774c85ecd60b9fd7ea88d0e73d
material-program.0a12fc96c76e4d9f54341778a4a4c4a37b203d7878bb414ed48bbe99afcece89,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.a2f0c40fbddb570453f9789c483ece635165ee17b63cb4cef58621329ecaec53"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.a2f0c40fbddb570453f9789c483ece635165ee17b63cb4cef58621329ecaec53""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":8}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""e7badda5c7e5cd853411c315b4c440dd43228b1949eb78af5d162d68661e43c2""]",[],[],8,0,0,0,"{""DimensionMaster"":8}","{""MESH"":8}","{""MESH_PARTICLE"":4,""STANDALONE_MESH"":4}","{""alpha_one_sided_depth_read"":8}","{""ENABLED"":8}","{""NAMED_NATIVE_WIRE_ONLY_REQUIRES_COUNT_EXTENSION"":8}","{""RENDER_PROFILE_STATIC_CANDIDATE"":8}","{""SOURCE_VALUES_PRESENT_UNPACKED"":8}","{""CARRIER"":24,""LAYOUT"":40,""PRODUCT"":8,""PROGRAM"":8,""STATE"":24}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":8,""CURRENT_PACKET_CAPACITY_EXCEEDED"":8,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":8,""OUTPUT_TOPOLOGY_MRT_UNPROVEN"":8,""PRODUCT_CONSUMER_ABSENT"":8,""RUNTIME_PACKET_NOT_MATERIALIZED"":8,""SAMPLER_STATE_UNPROVEN"":8,""SCALAR_VECTOR_PACKING_UNRESOLVED"":8,""SCENE_INPUTS_UNPROVEN"":8,""STAGE_INPUT_SEMANTICS_UNPROVEN"":8,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":8,""VERTEX_FACTORY_UNPROVEN"":8,""WPO_VERTEX_PROGRAM_UNPROVEN"":8}",72f0ad3e1a6b2da4c0618b9828ef0c782546133eb5c34ba89f9eeb98efe7c5ca
material-program.0a345e23dc8a66fa3158e2d79a7e808d2c68ed16800907ec03936013071df89c,BLOCKED_PROGRAM_EVIDENCE,"{""programEvidenceId"":""program-evidence.353bf6dccafae40fe806753a88a5423a9280bbdf55bd551024dde6dd614e220f"",""programStatus"":""DXBC_FAMILY_REPRESENTATIVE_ONLY"",""sourceKind"":""BLOCKED_PROGRAM_EVIDENCE""}",[],"[""program-evidence.353bf6dccafae40fe806753a88a5423a9280bbdf55bd551024dde6dd614e220f""]","{""DXBC_FAMILY_REPRESENTATIVE_ONLY"":1}",NOT_ELIGIBLE_EVIDENCE_OPEN,[],[],OCCURRENCE_STATIC_PERMUTATION_REQUIRED,3,P3_EXTRACT_OCCURRENCE_STATIC_PERMUTATION,REPRESENTATIVE_DXBC_NOT_OCCURRENCE_EQUATION,FALSE,,,NOT_ELIGIBLE_EVIDENCE_OPEN,"[""338f71c96717695f034bc27872f22381338c161281044ca71cd0e585d55e55fb""]",[],[],1,0,0,0,"{""Warlord"":1}","{""SPRITE"":1}","{""SPRITE_PARTICLE"":1}","{""additive_one_sided_depth_read"":1}","{""ENABLED"":1}","{""NAMED_NATIVE_WIRE_ONLY_WITHIN_COUNT_CAPS"":1}","{""RENDER_PROFILE_STATIC_CANDIDATE"":1}","{""SOURCE_VALUES_PRESENT_UNPACKED"":1}","{""CARRIER"":2,""LAYOUT"":4,""PRODUCT"":1,""PROGRAM"":1,""STATE"":1}","{""COMPILED_DRAW_DISPATCH_UNPROVEN"":1,""OCCURRENCE_STATIC_PERMUTATION_NOT_EXTRACTED"":1,""PRODUCT_CONSUMER_ABSENT"":1,""RUNTIME_PACKET_NOT_MATERIALIZED"":1,""SAMPLER_STATE_UNPROVEN"":1,""SCALAR_VECTOR_PACKING_UNRESOLVED"":1,""STAGE_INPUT_SEMANTICS_UNPROVEN"":1,""TEXTURE_REGISTER_SAMPLER_TOPOLOGY_UNMATERIALIZED"":1,""VERTEX_FACTORY_UNPROVEN"":1}",bb5a1a6b14e7011a50406e20249e70f7ef199883d3f8ef5b304cffe7336d282c
